timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
9685323,9684139,0.0,0.0,0.0,0.019001773,0.01900176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.129421,0.0,0.0,nan,0.0,0.0,0.09107977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10187665,10186400,0.0,0.0,0.0,0.018023256,0.018023264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.103842,0.0,0.0,nan,0.0,0.0,0.091038056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10685902,10684706,0.0,0.0,0.0,0.017456744,0.017456751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.081108,0.0,0.0,nan,0.0,0.0,0.091009706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11184197,11183013,0.0,0.0,0.0,0.016661614,0.01666161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.057507,0.0,0.0,nan,0.0,0.0,0.09099119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11686448,11685274,0.0,0.0,0.0,0.016296662,0.016296644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.034905,0.0,0.0,nan,0.0,0.0,0.09097984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12184762,12183582,0.0,0.0,0.0,0.015898017,0.015897982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.012614,0.0,0.0,nan,0.0,0.0,0.090973474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12687008,12685844,0.0,0.0,0.0,0.015573246,0.015573209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.993224,0.0,0.0,nan,0.0,0.0,0.09097046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13185992,13184151,0.0,0.0,0.0,0.015270574,0.0152705535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.972305,0.0,0.0,nan,0.21073243,0.21115743,0.090969436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13683627,13682459,0.0,0.0,0.0,0.015270574,0.0152705535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.947223,0.0,0.0,nan,0.17235473,0.17235318,0.09096957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14185968,14184725,0.0,0.0,0.0,0.015270574,0.0152705535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.929064,0.0,0.0,nan,0.16926965,0.16926917,0.09096995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14684867,14683030,0.0,0.0,0.0,0.015270574,0.0152705535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.911345,0.0,0.0,nan,0.16530031,0.16529946,0.090969935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
