timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
237325140,237325113,0.14183982,8.0935166e-07,-1.9274321,2.1706374,0.19016403,2.1759899,1
237424305,237424279,0.1418568,8.081277e-07,0.64400595,2.2642665,0.020352121,2.2530336,1
237526885,237526857,0.14187795,8.081993e-07,0.91598034,2.2756217,0.04096658,2.2631564,1
237625733,237625705,0.14194502,8.070447e-07,2.1286356,2.2523458,0.22352448,2.2625718,1
237724583,237724556,0.14191416,8.0633674e-07,0.121264234,2.2653852,0.0007212418,2.252629,1
237823453,237823426,0.14196886,8.0528673e-07,0.85230577,2.2216008,0.036331415,2.2119398,1
237926278,237926252,0.14202422,8.0453947e-07,-0.20533204,2.2036638,0.0021258157,2.1866584,1
238025232,238025205,0.14201075,8.0287737e-07,-0.74914503,2.2576928,0.02762005,2.2432387,1
238123996,238123969,0.14203064,8.015026e-07,-1.1571319,2.2253268,0.06685431,2.2175035,1
238226818,238226791,0.14199816,8.014073e-07,1.0276636,2.2254028,0.052729156,2.2148628,1
238325784,238325758,0.14203118,8.000953e-07,1.6895192,2.209647,0.143536,2.2101233,1
238424549,238424522,0.14224076,7.990868e-07,2.8266144,2.3833444,0.37248072,2.4035122,1
238523359,238523333,0.14230406,7.987553e-07,-0.47356793,2.3560717,0.010576296,2.3432925,1
238626297,238626261,0.14216797,7.994594e-07,2.5411706,2.341695,0.30640426,2.3636036,1
238725140,238725114,0.14217414,7.9962075e-07,1.6976385,2.3460138,0.1364952,2.3463247,1
238823948,238823909,0.14216073,7.9982993e-07,3.0068443,2.3572035,0.42616943,2.3804166,1
238926828,238926801,0.1421732,8.013707e-07,-0.5013797,2.3398473,0.011937229,2.323591,1
239025693,239025666,0.14213109,8.019995e-07,-0.1946955,2.4222438,0.0017388074,2.4044192,1
239124867,239124831,0.14209415,8.025615e-07,-0.9596273,2.388754,0.042834256,2.3790557,1
239223333,239223306,0.14213347,8.02731e-07,-1.4151603,2.35942,0.094311245,2.354211,1
239326229,239326195,0.14214379,8.040605e-07,0.88693476,2.365828,0.03694517,2.352855,1
239425012,239424985,0.14222293,8.042768e-07,-0.14894292,2.3716757,0.0010393023,2.3586583,1
239524011,239523983,0.14226903,8.043377e-07,-0.9798811,2.356616,0.045270514,2.3467636,1
239626705,239626678,0.14222422,8.0517543e-07,0.8425108,2.3291335,0.033862114,2.3161116,1
239725693,239725666,0.14230448,8.047775e-07,-0.40605795,2.3352902,0.007844995,2.3182,1
239824531,239824500,0.14213604,8.043599e-07,0.71553594,2.3108819,0.024617426,2.3000472,1
239923302,239923275,0.1420696,8.050823e-07,1.633563,2.2872872,0.12963092,2.2849822,1
240026170,240026130,0.1419515,8.071443e-07,-0.6611123,2.3057034,0.021062238,2.291958,1
240125243,240125209,0.14205343,8.074827e-07,1.4467697,2.2413146,0.103765614,2.236734,1
240223898,240223871,0.14208159,8.067058e-07,3.1235635,2.17447,0.49854547,2.2000797,1
240326693,240326665,0.14217053,8.0685294e-07,-2.3734348,2.241293,0.27926305,2.2568107,1
240425525,240425499,0.14216395,8.0581435e-07,1.2832755,2.303863,0.07942197,2.2962987,1
240524448,240524421,0.14228024,8.0486e-07,-1.636735,2.3454444,0.12690802,2.341942,1
240623270,240623244,0.1423049,8.0430664e-07,1.7996175,2.3783643,0.1513002,2.3786798,1
