timestamp,timestamp_sample,device_id,error_count,pressure,temperature
62830333,62829409,6780449,0,990.7821,48.09
62917247,62916059,6780449,0,990.7666,48.09
63003534,63002611,6780449,0,990.8029,48.09
63090144,63089217,6780449,0,990.76935,48.09
63220038,63219115,6780449,0,990.81934,48.1
63306637,63305710,6780449,0,990.78687,48.09
63393234,63392306,6780449,0,990.7914,48.1
63523345,63522416,6780449,0,990.77155,48.09
63609738,63608809,6780449,0,990.7562,48.09
63696381,63695405,6780449,0,990.7914,48.1
63826251,63825311,6780449,0,990.8123,48.1
63912833,63911909,6780449,0,990.75696,48.1
63999437,63998509,6780449,0,990.7735,48.09
64129334,64128406,6780449,0,990.77826,48.1
64215929,64215006,6780449,0,990.804,48.1
64302537,64301610,6780449,0,990.8239,48.1
64389419,64388480,6780449,0,990.78656,48.09
64519029,64518106,6780449,0,990.783,48.1
64605634,64604706,6780449,0,990.78876,48.1
64692231,64691308,6780449,0,990.7985,48.1
64822144,64821218,6780449,0,990.7936,48.1
64908733,64907809,6780449,0,990.79694,48.09
64995330,64994407,6780449,0,990.791,48.1
65125238,65124306,6780449,0,990.80597,48.1
65211997,65211065,6780449,0,990.77075,48.09
65298428,65297505,6780449,0,990.8146,48.1
65428599,65427465,6780449,0,990.75287,48.09
65514959,65514006,6780449,0,990.79175,48.09
65601535,65600609,6780449,0,990.79395,48.1
65731438,65730511,6780449,0,990.79694,48.09
65818031,65817108,6780449,0,990.79663,48.1
65904633,65903706,6780449,0,990.8221,48.1
65991232,65990306,6780449,0,990.8168,48.1
66121144,66120216,6780449,0,990.7825,48.09
66207731,66206808,6780449,0,990.7666,48.09
66294333,66293411,6780449,0,990.81006,48.09
66424259,66423314,6780449,0,990.7944,48.09
66510833,66509907,6780449,0,990.7828,48.079998
66597429,66596507,6780449,0,990.80896,48.079998
66727336,66726407,6780449,0,990.7797,48.09
66813931,66813008,6780449,0,990.7604,48.079998
66900813,66899885,6780449,0,990.7775,48.079998
67030430,67029506,6780449,0,990.79364,48.079998
67117039,67116115,6780449,0,990.79584,48.079998
67203635,67202710,6780449,0,990.7828,48.079998
